id,address,sus
00000000-0000-0000-0000-000000000000,"19584 David View Suite 812Port Jonathan, ND 21465",0
00000000-0000-0000-0000-000000000001,"PSC 6049, Box 0138APO AE 52153",0
00000000-0000-0000-0000-000000000002,"3608 Hill LodgePort Anthony, OK 53610",0
00000000-0000-0000-0000-000000000003,"PSC 4171, Box 7663APO AE 22397",0
00000000-0000-0000-0000-000000000004,"222 Erica Wall Apt. 400West Jeffery, HI 90246",0
00000000-0000-0000-0000-000000000005,"8351 Walker Ville Suite 950Nathanton, CO 04093",0
00000000-0000-0000-0000-000000000006,"913 Rebecca Plains Suite 384Alexanderfurt, MO 27942",0
00000000-0000-0000-0000-000000000007,"5158 Sullivan MillRiverafurt, SC 33468",0
00000000-0000-0000-0000-000000000008,"4387 Marie Curve Apt. 308West Gina, NY 35316",0
00000000-0000-0000-0000-000000000009,"60367 Sampson LocksAmandaburgh, WY 42981",0
00000000-0000-0000-0000-00000000000a,"6824 Santos CrestEast Matthewbury, WI 62227",0
00000000-0000-0000-0000-00000000000b,"66160 Patrick Glen Apt. 125North Michelleport, AS 14930",0
00000000-0000-0000-0000-00000000000c,"477 Brittany Ford Suite 164Port Alicia, MO 33797",0
00000000-0000-0000-0000-00000000000d,"399 Yolanda Stravenue Apt. 341Susanview, CO 48868",0
00000000-0000-0000-0000-00000000000e,"99977 Rivera ManorsGregoryview, WA 32502",0
00000000-0000-0000-0000-00000000000f,"19087 Ball EstatesNorth Anne, SC 32793",0
00000000-0000-0000-0000-000000000010,"39115 Carol Brook Suite 257Port Ianbury, MA 53168",0
00000000-0000-0000-0000-000000000011,"686 Ashley Forge Suite 269North Debrafort, CO 87033",0
00000000-0000-0000-0000-000000000012,"60294 Meza Tunnel Apt. 052Lake Doris, VA 79850",0
00000000-0000-0000-0000-000000000013,"90443 Morales ForestJodiview, LA 72885",0
00000000-0000-0000-0000-000000000014,"60615 Clark Crest Apt. 256Brandonfurt, DC 19297",0
00000000-0000-0000-0000-000000000015,"361 Wade ForgeJasonberg, MH 13092",0
00000000-0000-0000-0000-000000000016,"83312 Mora CovePort Christopherborough, MO 60002",0
00000000-0000-0000-0000-000000000017,"92672 Schmidt Stravenue Apt. 518Jessicabury, AZ 66477",0
00000000-0000-0000-0000-000000000018,"818 Johnathan BranchLake Jamestown, NJ 65035",0
00000000-0000-0000-0000-000000000019,"4996 Lewis Lane Apt. 766Samuelmouth, KS 02023",0
00000000-0000-0000-0000-00000000001a,USCGC SnowFPO AA 01497,0
00000000-0000-0000-0000-00000000001b,"89897 Mark CenterSouth Jenniferport, IA 93648",0
00000000-0000-0000-0000-00000000001c,"4048 Smith LodgePort Adamhaven, MA 50856",0
00000000-0000-0000-0000-00000000001d,"236 Obrien Mountain Apt. 064Pattersonfurt, TN 21681",0
00000000-0000-0000-0000-00000000001e,"95525 Stephanie Dam Apt. 803Donaldhaven, AL 17046",0
00000000-0000-0000-0000-00000000001f,"6627 Wells Mountains Apt. 838South Shawn, FL 61370",0
00000000-0000-0000-0000-000000000020,"012 Lisa Islands Suite 505Lake Alexborough, MN 20011",0
00000000-0000-0000-0000-000000000021,"7574 Herman TrackBeckstad, TN 23331",0
00000000-0000-0000-0000-000000000022,"412 Graves FordsNew Justin, SC 21807",0
00000000-0000-0000-0000-000000000023,"66473 Andrews HighwayLake Christianside, PR 61310",0
00000000-0000-0000-0000-000000000024,"1814 Darren Mountains Apt. 863North Scottchester, CO 44254",0
00000000-0000-0000-0000-000000000025,"2109 Brianna Square Suite 586Ginafort, IL 02853",0
00000000-0000-0000-0000-000000000026,"142 Mathew CausewayAlexandermouth, DE 63623",0
00000000-0000-0000-0000-000000000027,"PSC 0441, Box 5614APO AP 75443",0
00000000-0000-0000-0000-000000000028,"601 Aguilar ExtensionNew Brianna, MO 63904",0
00000000-0000-0000-0000-000000000029,"9223 Amber StationRuthborough, KY 93567",0
00000000-0000-0000-0000-00000000002a,"2711 Hector FallWest Oscarland, SC 77336",0
00000000-0000-0000-0000-00000000002b,Unit 3009 Box 6331DPO AE 89582,0
00000000-0000-0000-0000-00000000002c,"81704 Williams OvalLake Jermaine, AK 40983",0
00000000-0000-0000-0000-00000000002d,"4589 Gregory Fork Suite 607South Michael, GA 01479",0
00000000-0000-0000-0000-00000000002e,"65262 White Square Suite 423Lake Jamesshire, WA 20708",0
00000000-0000-0000-0000-00000000002f,"968 Allen Point Suite 001East Ashley, IN 18005",0
00000000-0000-0000-0000-000000000030,"6378 Werner Turnpike Apt. 302Matthewsview, UT 51245",0
00000000-0000-0000-0000-000000000031,"62150 Jenkins BypassWest Cheryl, WY 60489",0
00000000-0000-0000-0000-000000000032,"9693 Rhodes OrchardKellyside, FL 55287",0
00000000-0000-0000-0000-000000000033,"2994 Romero Land Apt. 693Donaldsonhaven, MN 24939",0
00000000-0000-0000-0000-000000000034,"044 Brown AvenueLake Jessica, OR 63338",0
00000000-0000-0000-0000-000000000035,"1883 Kelly Crossing Apt. 859Veronicatown, UT 98786",0
00000000-0000-0000-0000-000000000036,USCGC HubbardFPO AA 99872,0
00000000-0000-0000-0000-000000000037,"031 Pennington Expressway Suite 350Brownfurt, WA 55339",0
00000000-0000-0000-0000-000000000038,"4181 Moon MeadowsKatherinetown, NY 79925",0
00000000-0000-0000-0000-000000000039,"313 Peter CapePort Breannachester, NM 30340",0
00000000-0000-0000-0000-00000000003a,"52972 Brian BypassAmyberg, VI 48835",0
00000000-0000-0000-0000-00000000003b,"5089 Caldwell ViaductSnyderberg, MH 20580",0
00000000-0000-0000-0000-00000000003c,"53482 Michael KeysPort Kari, CA 44416",0
00000000-0000-0000-0000-00000000003d,"5643 Laura PointNew Dianaport, FM 84822",0
00000000-0000-0000-0000-00000000003e,"63780 Crystal Radial Apt. 997West Michael, TX 23482",0
00000000-0000-0000-0000-00000000003f,"991 Rhonda HollowNew Emilytown, OK 84695",0
00000000-0000-0000-0000-000000000040,"908 Boyd FerryDaughertyview, WI 96865",0
00000000-0000-0000-0000-000000000041,"095 Donald Squares Apt. 837Lake Joshuaton, NV 82486",0
00000000-0000-0000-0000-000000000042,"0909 Torres CircleLake Lisa, NE 40511",0
00000000-0000-0000-0000-000000000043,"6936 David Knoll Suite 506Jacksonchester, KS 47640",1
00000000-0000-0000-0000-000000000044,Unit 1443 Box 3607DPO AA 98895,0
00000000-0000-0000-0000-000000000045,"1365 Nicholas PrairieNew Chelseatown, IL 62956",0
00000000-0000-0000-0000-000000000046,"873 Joseph Ports Suite 734Gonzalezfort, NM 50753",1
00000000-0000-0000-0000-000000000047,"2478 Ian ParkNew Kristinebury, LA 76111",0
00000000-0000-0000-0000-000000000048,USS DouglasFPO AA 82167,0
00000000-0000-0000-0000-000000000049,"53237 Jose SpringKatelynberg, KY 59730",0
00000000-0000-0000-0000-00000000004a,"842 Daniel Garden Suite 281Steveborough, GU 84224",0
00000000-0000-0000-0000-00000000004b,"04639 Sara PlainDannyhaven, NJ 82524",0
00000000-0000-0000-0000-00000000004c,"7641 Weaver Point Apt. 182West Sharon, AZ 81936",0
00000000-0000-0000-0000-00000000004d,"667 Trevino ShoreEast Charlesside, SC 55799",0
00000000-0000-0000-0000-00000000004e,"246 Stephenson RiverSaundersville, KY 25365",0
00000000-0000-0000-0000-00000000004f,"4354 Matthew PlazaStewartport, SD 16070",0
00000000-0000-0000-0000-000000000050,"148 Justin WaysLake Linda, SC 63494",0
00000000-0000-0000-0000-000000000051,"659 Jackie Circle Apt. 935Scottburgh, PR 91200",0
00000000-0000-0000-0000-000000000052,"4847 Harrison TrailPort Molly, NM 34124",0
00000000-0000-0000-0000-000000000053,"9442 Zimmerman WellsSouth Christopherfurt, VI 25915",0
00000000-0000-0000-0000-000000000054,"154 Donald FieldsJessicafort, DE 56465",0
00000000-0000-0000-0000-000000000055,"43741 Gonzales CapeWest Robin, SD 21354",0
00000000-0000-0000-0000-000000000056,"310 Owen Prairie Suite 727Potterfort, OR 48084",0
00000000-0000-0000-0000-000000000057,"84966 Williams IsleNorth Barbaraburgh, LA 47474",0
00000000-0000-0000-0000-000000000058,"6864 Hill CurveNew Robin, DE 72994",0
00000000-0000-0000-0000-000000000059,"03994 Love VistaPort Taylorburgh, WA 62889",0
00000000-0000-0000-0000-00000000005a,"31924 Anne FordJennifershire, NM 93027",0
00000000-0000-0000-0000-00000000005b,"81301 Garcia Path Apt. 219Mooreburgh, MH 65167",0
00000000-0000-0000-0000-00000000005c,"705 Kristina Hollow Suite 488Joshuamouth, MS 90012",0
00000000-0000-0000-0000-00000000005d,"3520 Rogers BypassRebeccahaven, HI 60050",0
00000000-0000-0000-0000-00000000005e,"79651 Suarez Divide Apt. 337Johnathanchester, VI 78725",0
00000000-0000-0000-0000-00000000005f,Unit 7789 Box 5157DPO AA 68214,0
00000000-0000-0000-0000-000000000060,"013 Barbara Motorway Apt. 394East Thomasview, ME 87399",0
00000000-0000-0000-0000-000000000061,"PSC 9325, Box 4566APO AA 55135",0
00000000-0000-0000-0000-000000000062,"9461 Torres ParkwaysThomasborough, GA 71465",0
00000000-0000-0000-0000-000000000063,"5338 Angela SkywayLake Tina, WV 86075",0
00000000-0000-0000-0000-000000000064,"69379 Silva Meadow Apt. 095North Ruth, AL 38646",0
00000000-0000-0000-0000-000000000065,"724 Simpson StreamDavidton, MN 70075",0
00000000-0000-0000-0000-000000000066,"18460 Bradley Hills Apt. 534North Susanstad, LA 44510",0
00000000-0000-0000-0000-000000000067,"834 Nathan Plains Suite 583Brewerborough, WY 21040",0
00000000-0000-0000-0000-000000000068,"9110 Bullock Neck Apt. 944West Joshuaport, MS 52125",0
00000000-0000-0000-0000-000000000069,"PSC 3754, Box 4632APO AP 82276",0
00000000-0000-0000-0000-00000000006a,"571 Holmes Estates Suite 060New Amyfort, WA 20126",0
00000000-0000-0000-0000-00000000006b,"PSC 5748, Box 2911APO AP 40700",0
00000000-0000-0000-0000-00000000006c,"057 David TerraceKarentown, KY 69944",0
00000000-0000-0000-0000-00000000006d,"9488 Holt HillsHollybury, UT 57143",0
00000000-0000-0000-0000-00000000006e,"48760 Sharon ForkJohnsmouth, IA 06677",0
00000000-0000-0000-0000-00000000006f,"5265 White ParkwayNew Victoria, GA 12681",0
00000000-0000-0000-0000-000000000070,"63756 Solis DrivesDanielland, IA 95839",0
00000000-0000-0000-0000-000000000071,"6621 Powell LoafRomeroburgh, WA 04349",0
00000000-0000-0000-0000-000000000072,"28282 Thomas Valleys Suite 871Aguilarstad, PA 06230",0
00000000-0000-0000-0000-000000000073,"032 Katherine Union Apt. 014Johnland, ID 51092",0
00000000-0000-0000-0000-000000000074,"81066 Howard Walks Apt. 684Lisahaven, IL 28795",0
00000000-0000-0000-0000-000000000075,"07687 Miller Union Apt. 684Annettemouth, AR 77993",0
00000000-0000-0000-0000-000000000076,"62737 Sharon GroveEmilytown, TN 79258",0
00000000-0000-0000-0000-000000000077,"294 Aaron NeckLake Michael, NY 84922",0
00000000-0000-0000-0000-000000000078,"22798 Brown Isle Suite 687Hermanton, GU 84096",0
00000000-0000-0000-0000-000000000079,"89726 Christopher DivideWest Mikayla, NV 38640",0
00000000-0000-0000-0000-00000000007a,"5163 Duran UnionBrownborough, MI 47201",0
00000000-0000-0000-0000-00000000007b,"330 David Garden Apt. 029North Heatherstad, AZ 01472",0
00000000-0000-0000-0000-00000000007c,"9046 Peter CrossingRussellfort, MI 71665",0
00000000-0000-0000-0000-00000000007d,"2863 Cordova TurnpikeLozanostad, MD 13832",0
00000000-0000-0000-0000-00000000007e,"51847 Jaime Crossing Suite 162Garciaside, WI 82656",0
00000000-0000-0000-0000-00000000007f,"PSC 7972, Box 7403APO AE 01033",0
00000000-0000-0000-0000-000000000080,"46741 Peterson Crossroad Suite 270Tracyside, OR 12350",0
00000000-0000-0000-0000-000000000081,"80140 Cruz Shores Suite 382Deborahside, NY 44856",0
